,Unnamed: 0,Country,Country Code,Series,Series Code,2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2020 [YR2020]
216,216,Ghana,GHA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
217,217,Ghana,GHA,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
218,218,Ghana,GHA,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
219,219,Greece,GRC,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,466.096372858553,,,452.973426858908,,,,
220,220,Greece,GRC,PISA: Mean performance on the reading scale,LO.PISA.REA,,482.776241961289,,,477.197176517918,,,,
221,221,Greece,GRC,PISA: Mean performance on the science scale,LO.PISA.SCI,,470.115764238205,,,466.7220294888221,,,,
222,222,Greenland,GRL,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
223,223,Greenland,GRL,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
224,224,Greenland,GRL,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
225,225,Grenada,GRD,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
226,226,Grenada,GRD,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
227,227,Grenada,GRD,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
228,228,Guam,GUM,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
229,229,Guam,GUM,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
230,230,Guam,GUM,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
231,231,Guatemala,GTM,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
232,232,Guatemala,GTM,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
233,233,Guatemala,GTM,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
234,234,Guinea,GIN,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
235,235,Guinea,GIN,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
236,236,Guinea,GIN,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
237,237,Guinea-Bissau,GNB,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
238,238,Guinea-Bissau,GNB,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
239,239,Guinea-Bissau,GNB,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
240,240,Guyana,GUY,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
241,241,Guyana,GUY,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
242,242,Guyana,GUY,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
243,243,Haiti,HTI,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
244,244,Haiti,HTI,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
245,245,Haiti,HTI,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
246,246,Honduras,HND,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
247,247,Honduras,HND,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
248,248,Honduras,HND,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
249,249,"Hong Kong SAR, China",HKG,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,554.527506471969,,,561.241096454551,,,,
250,250,"Hong Kong SAR, China",HKG,PISA: Mean performance on the reading scale,LO.PISA.REA,,533.1512680247059,,,544.60008598693,,,,
251,251,"Hong Kong SAR, China",HKG,PISA: Mean performance on the science scale,LO.PISA.SCI,,549.02870691592,,,554.9374343957389,,,,
252,252,Hungary,HUN,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,490.170027552574,,,477.044455015488,,,,
253,253,Hungary,HUN,PISA: Mean performance on the reading scale,LO.PISA.REA,,494.17875334322196,,,488.461333958455,,,,
254,254,Hungary,HUN,PISA: Mean performance on the science scale,LO.PISA.SCI,,502.64274872825104,,,494.302351221682,,,,
255,255,Iceland,ISL,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,506.66916364738404,,,492.79569723949203,,,,
256,256,Iceland,ISL,PISA: Mean performance on the reading scale,LO.PISA.REA,,500.283319256307,,,482.522439928253,,,,
257,257,Iceland,ISL,PISA: Mean performance on the science scale,LO.PISA.SCI,,495.598498280332,,,478.15459619459006,,,,
258,258,India,IND,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
259,259,India,IND,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
260,260,India,IND,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
261,261,Indonesia,IDN,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,371.300931028396,,,375.114451681748,,,,
262,262,Indonesia,IDN,PISA: Mean performance on the reading scale,LO.PISA.REA,,401.705195705234,,,396.120094523136,,,,
263,263,Indonesia,IDN,PISA: Mean performance on the science scale,LO.PISA.SCI,,382.569451693209,,,381.91148486595705,,,,
264,264,"Iran, Islamic Rep.",IRN,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
265,265,"Iran, Islamic Rep.",IRN,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
266,266,"Iran, Islamic Rep.",IRN,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
267,267,Iraq,IRQ,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
268,268,Iraq,IRQ,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
269,269,Iraq,IRQ,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
270,270,Ireland,IRL,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,487.13637524220803,,,501.497460196644,,,,
271,271,Ireland,IRL,PISA: Mean performance on the reading scale,LO.PISA.REA,,495.639108774544,,,523.17321024093,,,,
272,272,Ireland,IRL,PISA: Mean performance on the science scale,LO.PISA.SCI,,507.984153806497,,,522.003959196662,,,,
273,273,Isle of Man,IMY,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
274,274,Isle of Man,IMY,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
275,275,Isle of Man,IMY,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
276,276,Israel,ISR,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,446.863763843156,,,466.48143014931,,,,
277,277,Israel,ISR,PISA: Mean performance on the reading scale,LO.PISA.REA,,473.98995043365,,,485.80321244404405,,,,
278,278,Israel,ISR,PISA: Mean performance on the science scale,LO.PISA.SCI,,454.850963360013,,,470.07266182272696,,,,
279,279,Italy,ITA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,482.908480430536,,,485.3211810125529,,,,
280,280,Italy,ITA,PISA: Mean performance on the reading scale,LO.PISA.REA,,486.051098781548,,,489.754403284842,,,,
281,281,Italy,ITA,PISA: Mean performance on the science scale,LO.PISA.SCI,,488.83136294319803,,,493.541481804953,,,,
282,282,Jamaica,JAM,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
283,283,Jamaica,JAM,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
284,284,Jamaica,JAM,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
285,285,Japan,JPN,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,528.993093000261,,,536.406918234208,,,,
286,286,Japan,JPN,PISA: Mean performance on the reading scale,LO.PISA.REA,,519.857722388684,,,538.051484829528,,,,
287,287,Japan,JPN,PISA: Mean performance on the science scale,LO.PISA.SCI,,539.430994031805,,,546.735599775095,,,,
288,288,Jordan,JOR,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,386.663814038424,,,385.595556395556,,,,
289,289,Jordan,JOR,PISA: Mean performance on the reading scale,LO.PISA.REA,,405.00931740164594,,,399.03474710354,,,,
290,290,Jordan,JOR,PISA: Mean performance on the science scale,LO.PISA.SCI,,415.38778365601195,,,409.36721468725,,,,
291,291,Kazakhstan,KAZ,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,404.88469210897904,,,431.79840850507895,,,,
292,292,Kazakhstan,KAZ,PISA: Mean performance on the reading scale,LO.PISA.REA,,390.41007653685097,,,392.736233327227,,,,
293,293,Kazakhstan,KAZ,PISA: Mean performance on the science scale,LO.PISA.SCI,,400.37613880284204,,,424.707522973964,,,,
294,294,Kenya,KEN,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
295,295,Kenya,KEN,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
296,296,Kenya,KEN,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
297,297,Kiribati,KIR,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
298,298,Kiribati,KIR,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
299,299,Kiribati,KIR,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
300,300,"Korea, Dem. Rep.",PRK,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
301,301,"Korea, Dem. Rep.",PRK,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
302,302,"Korea, Dem. Rep.",PRK,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
303,303,"Korea, Rep.",KOR,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,546.228534071986,,,553.766659143614,,,,
304,304,"Korea, Rep.",KOR,PISA: Mean performance on the reading scale,LO.PISA.REA,,539.267483427654,,,535.79049035633,,,,
305,305,"Korea, Rep.",KOR,PISA: Mean performance on the science scale,LO.PISA.SCI,,537.986230286956,,,537.787621535186,,,,
306,306,Kosovo,KSV,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
307,307,Kosovo,KSV,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
308,308,Kosovo,KSV,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
309,309,Kuwait,KWT,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
310,310,Kuwait,KWT,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
311,311,Kuwait,KWT,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
312,312,Kyrgyz Republic,KGZ,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,331.155509168733,,,,,,,
313,313,Kyrgyz Republic,KGZ,PISA: Mean performance on the reading scale,LO.PISA.REA,,314.019885623077,,,,,,,
314,314,Kyrgyz Republic,KGZ,PISA: Mean performance on the science scale,LO.PISA.SCI,,329.545623125516,,,,,,,
315,315,Lao PDR,LAO,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
316,316,Lao PDR,LAO,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
317,317,Lao PDR,LAO,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
318,318,Latvia,LVA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,481.953822620897,,,490.571021411359,,,,
319,319,Latvia,LVA,PISA: Mean performance on the reading scale,LO.PISA.REA,,483.96014553422094,,,488.694413789431,,,,
320,320,Latvia,LVA,PISA: Mean performance on the science scale,LO.PISA.SCI,,493.8789238800631,,,502.18619208774004,,,,
321,321,Lebanon,LBN,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
322,322,Lebanon,LBN,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
323,323,Lebanon,LBN,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
324,324,Lesotho,LSO,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
325,325,Lesotho,LSO,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
326,326,Lesotho,LSO,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
327,327,Liberia,LBR,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
328,328,Liberia,LBR,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
329,329,Liberia,LBR,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
330,330,Libya,LBY,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
331,331,Libya,LBY,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
332,332,Libya,LBY,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
333,333,Liechtenstein,LIE,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,536.048468409449,,,534.96508297892,,,,
334,334,Liechtenstein,LIE,PISA: Mean performance on the reading scale,LO.PISA.REA,,499.322052712795,,,515.521654089438,,,,
335,335,Liechtenstein,LIE,PISA: Mean performance on the science scale,LO.PISA.SCI,,519.914167497944,,,524.694992275752,,,,
336,336,Lithuania,LTU,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,476.602303092852,,,478.823277433358,,,,
337,337,Lithuania,LTU,PISA: Mean performance on the reading scale,LO.PISA.REA,,468.44273430849603,,,477.3066115499689,,,,
338,338,Lithuania,LTU,PISA: Mean performance on the science scale,LO.PISA.SCI,,491.409790863656,,,495.700086396902,,,,
339,339,Luxembourg,LUX,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,489.067263408096,,,489.845098037208,,,,
340,340,Luxembourg,LUX,PISA: Mean performance on the reading scale,LO.PISA.REA,,472.173386715057,,,487.80704283399,,,,
341,341,Luxembourg,LUX,PISA: Mean performance on the science scale,LO.PISA.SCI,,483.9284210431781,,,491.215175670468,,,,
342,342,"Macao SAR, China",MAC,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,525.28302277123,,,538.134494733918,,,,
343,343,"Macao SAR, China",MAC,PISA: Mean performance on the reading scale,LO.PISA.REA,,486.635349304954,,,508.949255420631,,,,
344,344,"Macao SAR, China",MAC,PISA: Mean performance on the science scale,LO.PISA.SCI,,511.0695977581929,,,520.570875333848,,,,
345,345,"Macedonia, FYR",MKD,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
346,346,"Macedonia, FYR",MKD,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
347,347,"Macedonia, FYR",MKD,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
348,348,Madagascar,MDG,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
349,349,Madagascar,MDG,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
350,350,Madagascar,MDG,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
351,351,Malawi,MWI,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
352,352,Malawi,MWI,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
353,353,Malawi,MWI,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
354,354,Malaysia,MYS,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,404.258132521407,,,420.512967619053,,,,
355,355,Malaysia,MYS,PISA: Mean performance on the reading scale,LO.PISA.REA,,413.81204439998595,,,398.196059787664,,,,
356,356,Malaysia,MYS,PISA: Mean performance on the science scale,LO.PISA.SCI,,422.23164035348196,,,419.502648533661,,,,
357,357,Maldives,MDV,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
358,358,Maldives,MDV,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
359,359,Maldives,MDV,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
360,360,Mali,MLI,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
361,361,Mali,MLI,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
362,362,Mali,MLI,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
363,363,Malta,MLT,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,462.8762023173581,,,,,,,
364,364,Malta,MLT,PISA: Mean performance on the reading scale,LO.PISA.REA,,442.052499564951,,,,,,,
365,365,Malta,MLT,PISA: Mean performance on the science scale,LO.PISA.SCI,,461.339415180402,,,,,,,
366,366,Marshall Islands,MHL,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
367,367,Marshall Islands,MHL,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
368,368,Marshall Islands,MHL,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
369,369,Mauritania,MRT,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
370,370,Mauritania,MRT,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
371,371,Mauritania,MRT,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
372,372,Mauritius,MUS,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,419.99714762166604,,,,,,,
373,373,Mauritius,MUS,PISA: Mean performance on the reading scale,LO.PISA.REA,,406.57182389871696,,,,,,,
374,374,Mauritius,MUS,PISA: Mean performance on the science scale,LO.PISA.SCI,,417.20373136914003,,,,,,,
375,375,Mexico,MEX,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,418.50909475911794,,,413.281466667708,,,,
376,376,Mexico,MEX,PISA: Mean performance on the reading scale,LO.PISA.REA,,425.2652991561821,,,423.55376178166,,,,
377,377,Mexico,MEX,PISA: Mean performance on the science scale,LO.PISA.SCI,,415.908672232987,,,414.9201477153469,,,,
378,378,"Micronesia, Fed. Sts.",FSM,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
379,379,"Micronesia, Fed. Sts.",FSM,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
380,380,"Micronesia, Fed. Sts.",FSM,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
381,381,Moldova,MDA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,397.49208590048,,,,,,,
382,382,Moldova,MDA,PISA: Mean performance on the reading scale,LO.PISA.REA,,388.077770183434,,,,,,,
383,383,Moldova,MDA,PISA: Mean performance on the science scale,LO.PISA.SCI,,412.771010026674,,,,,,,
384,384,Monaco,MCO,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
385,385,Monaco,MCO,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
386,386,Monaco,MCO,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
387,387,Mongolia,MNG,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
388,388,Mongolia,MNG,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
389,389,Mongolia,MNG,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
390,390,Montenegro,MNE,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,402.515364052492,,,409.626613284347,,,,
391,391,Montenegro,MNE,PISA: Mean performance on the reading scale,LO.PISA.REA,,407.547769486644,,,422.11135426997595,,,,
392,392,Montenegro,MNE,PISA: Mean performance on the science scale,LO.PISA.SCI,,401.277469825908,,,410.097602262549,,,,
393,393,Morocco,MAR,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
394,394,Morocco,MAR,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
395,395,Morocco,MAR,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
396,396,Mozambique,MOZ,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
397,397,Mozambique,MOZ,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
398,398,Mozambique,MOZ,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
399,399,Myanmar,MMR,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
400,400,Myanmar,MMR,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
401,401,Myanmar,MMR,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
402,402,Namibia,NAM,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
403,403,Namibia,NAM,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
404,404,Namibia,NAM,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
405,405,Nepal,NPL,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
406,406,Nepal,NPL,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
407,407,Nepal,NPL,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
408,408,Netherlands,NLD,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,525.835688380923,,,522.971758192681,,,,
409,409,Netherlands,NLD,PISA: Mean performance on the reading scale,LO.PISA.REA,,508.403722944549,,,511.229965245418,,,,
410,410,Netherlands,NLD,PISA: Mean performance on the science scale,LO.PISA.SCI,,522.218128201078,,,522.055821725803,,,,
411,411,New Caledonia,NCL,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
412,412,New Caledonia,NCL,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
413,413,New Caledonia,NCL,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
414,414,New Zealand,NZL,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,519.300872489045,,,499.74990282758597,,,,
415,415,New Zealand,NZL,PISA: Mean performance on the reading scale,LO.PISA.REA,,520.880008686591,,,512.186793323336,,,,
416,416,New Zealand,NZL,PISA: Mean performance on the science scale,LO.PISA.SCI,,532.0069013802839,,,515.636318700572,,,,
417,417,Nicaragua,NIC,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
418,418,Nicaragua,NIC,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
419,419,Nicaragua,NIC,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
420,420,Niger,NER,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
421,421,Niger,NER,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
422,422,Niger,NER,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
423,423,Nigeria,NGA,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
424,424,Nigeria,NGA,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
425,425,Nigeria,NGA,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
426,426,Northern Mariana Islands,MNP,PISA: Mean performance on the mathematics scale,LO.PISA.MAT,,,,,,,,,
427,427,Northern Mariana Islands,MNP,PISA: Mean performance on the reading scale,LO.PISA.REA,,,,,,,,,
428,428,Northern Mariana Islands,MNP,PISA: Mean performance on the science scale,LO.PISA.SCI,,,,,,,,,
